"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FX5ZENR7","book","2024","","ICPC '24: Proceedings of the 32nd IEEE/ACM International Conference on Program Comprehension","","979-8-4007-0586-1","","","","ICPC is the premier (CORE A) venue for research on program comprehension. Research on program comprehension encompasses both human activities for comprehending the software and technologies for supporting such comprehension.","2024","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RQF9YCG","conferencePaper","2019","Liu, Michael Xieyang; Hsieh, Jane; Hahn, Nathan; Zhou, Angelina; Deng, Emily; Burley, Shaun; Taylor, Cynthia; Kittur, Aniket; Myers, Brad A.","Unakite: Scaffolding Developers' Decision-Making Using the Web","Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology","978-1-4503-6816-2","","10.1145/3332165.3347908","https://doi.org/10.1145/3332165.3347908","Developers spend a significant portion of their time searching for solutions and methods online. While numerous tools have been developed to support this exploratory process, in many cases the answers to developers' questions involve trade-offs among multiple valid options and not just a single solution. Through interviews, we discovered that developers express a desire for help with decision-making and understanding trade-offs. Through an analysis of Stack Overflow posts, we observed that many answers describe such trade-offs. These findings suggest that tools designed to help a developer capture information and make decisions about trade-offs can provide crucial benefits for both the developers and others who want to understand their design rationale. In this work, we probe this hypothesis with a prototype system named Unakite that collects, organizes, and keeps track of information about trade-offs and builds a comparison table, which can be saved as a design rationale for later use. Our evaluation results show that Unakite reduces the cost of capturing tradeoff-related information by 45%, and that the resulting comparison table speeds up a subsequent developer's ability to understand the trade-offs by about a factor of three.","2019","2026-02-18 20:25:05","2026-02-18 20:25:05","","67–80","","","","","","","UIST '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","decision making; programming support tools; trade-offs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQ2TMWS5","conferencePaper","2025","Hermann, Julia","How Service-Learning with People with Disabilities Relates to Changes in Computing Students’ Attitudes, Self-Efficacy, and Personal Growth","Proceedings of the 25th Koli Calling International Conference on Computing Education Research","979-8-4007-1599-0","","10.1145/3769994.3769996","https://doi.org/10.1145/3769994.3769996","We report two iterations (2023 and 2024) of a service-learning course in inclusive and accessible computing. Students co-designed with people with disabilities, including participants with complex support needs. Using a mixed-methods design with four measurement points per cohort, we combined validated survey scales with longitudinal, semi-structured interviews. The 2023 offering had limited field contact; the 2024 offering embedded four on-site co-design sessions across the term. Quantitatively, group means on global scales changed little from pre-contact to end of term, consistent with high baselines and elective enrollment, with small gains in self-efficacy. Qualitatively, repeated contact supported more empathetic framings, clearer evidence-anchored design rationales, and growing practical competence, with these narratives voiced more frequently in the higher-contact offering. Descriptively, the elective attracted a comparatively diverse set of students and a baseline profile consistent with reflective, prosocial orientations. We discuss implications for structuring sustained contact and scaffolding co-design in accessibility- and inclusion-oriented service-learning, and we argue that mixed-methods evaluation is essential to capture proximal, course-specific developments that global instruments may not detect over a single semester.","2025","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","Koli Calling '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","accessibility; attitudes toward disability; computing education; disability; mixed-methods; participatory design; self-efficacy; service-learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27C3RYQT","conferencePaper","2019","Vierhauser, Michael; Cleland-Huang, Jane; Burge, Janet; Grünbacher, Paul","The interplay of design and runtime traceability for non-functional requirements","Proceedings of the 10th International Workshop on Software and Systems Traceability","","","10.1109/SST.2019.00010","https://doi.org/10.1109/SST.2019.00010","Non-functional Requirements (NFRs) play a unique role in the development of any software-intensive system. They often have a significant impact upon the architectural design and drive critical trade-offs. However, such trade-off decisions are often based on assumptions about future workloads, environmental factors, and anticipated system behavior. From a traceability perspective, it is thus necessary to trace individual NFRs into the design and their associated design rationales, and further forward into the running system in order to monitor and assess the design-time assumptions at runtime. When runtime data indicates that a mismatch has occurred that adversely impacts system performance and/or behavior, measures need to be taken, such as applying critical bug fixes, or refactoring performance bottlenecks. In this paper, we explore five different types of NFRs across the design and runtime phases of the development process. Our approach is illustrated by examples from the Dronology System for Fault Tolerance, Security, Usability, Performance, and other critical qualities.","2019","2026-02-18 20:25:05","2026-02-18 20:25:05","","3–10","","","","","","","SST '19","","","","IEEE Press","","","","","","","","","","","","","cyber-physical systems; testing; traceability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88CCI3V5","book","2024","","Designing '24: Proceedings of the 1st International Workshop on Designing Software","","979-8-4007-0563-2","","","","The goals of this workshop are to: (1) bring together a group of researchers, practitioners, and educators interested in software design, (2) identify open challenges and new directions for the design of modern software systems, including grand challenges for the community, and (3) discuss novel approaches to designing as well as teaching design. Although the workshop welcomes discussions related to any aspect of software design, the primary focus will be on improving our understanding of design as an activity rather than as an artifact or end product (hence the word designing in the title).","2024","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLKCJ8NW","conferencePaper","2018","Shumaiev, Klym; Bhat, Manoj; Klymenko, Oleksandra; Biesdorf, Andreas; Hohenstein, Uwe; Matthes, Florian","Uncertainty expressions in software architecture group decision making: explorative study","Proceedings of the 12th European Conference on Software Architecture: Companion Proceedings","978-1-4503-6483-6","","10.1145/3241403.3241447","https://doi.org/10.1145/3241403.3241447","Software architecture can be seen as a set of architectural design decisions (ADDs) that shape the resulting software solution. To make an ADD, stakeholders follow some organization- or team-specific group decisions making process. In this study, we aimed to advance the understanding of how ADDs are made by observing and learning how architects handle uncertainties in real-life settings. We employed a multiple-case studies research method. First, we examined the discussions in task management systems of three software engineering projects. Second, we conducted interviews with the projects' software architects to investigate (a) uncertainties expressed in the observed discussions and (b) how those uncertainties are comprehended by their respective authors or readers. We systematically analyzed the interviews and derived different types of uncertainties as well as proposed a hypothesis that should be verified in the future work. Results of our qualitative study show how uncertainty is used and perceived by the software architects in the group decision-making process.","2018","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","ECSA '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","architecture sustainability; group-decision making; software architecture decision-making; uncertainty","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H25L5STX","conferencePaper","2017","Aaramaa, Sanja; Dasanayake, Sandun; Oivo, Markku; Markkula, Jouni; Saukkonen, Samuli","Requirements volatility in software architecture design: an exploratory case study","Proceedings of the 2017 International Conference on Software and System Process","978-1-4503-5270-3","","10.1145/3084100.3084105","https://doi.org/10.1145/3084100.3084105","Requirements volatility is a major issue in software (SW) development, causing problems such as project delays and cost overruns. Even though there is a considerable amount of research related to requirement volatility, the majority of it is inclined toward project management aspects. The relationship between SW architecture design and requirements volatility has not been researched widely, even though changing requirements may for example lead to higher defect density during testing. An exploratory case study was conducted to study how requirements volatility affects SW architecture design. Fifteen semi-structured, thematic interviews were conducted in the case company, which provides the selection of software products for business customers and consumers. The research revealed the factors, such as requirements uncertainty and dynamic business environment, causing requirements volatility in the case company. The study identified the challenges that requirements volatility posed to SW architecture design, including scheduling and architectural technical debt. In addition, this study discusses means of mitigating the factors that cause requirements volatility and addressing the challenges posed by requirements volatility. SW architects are strongly influenced by requirement volatility. Thus understanding the factors causing requirements volatility as well as means to mitigate the challenges has high industrial relevance.","2017","2026-02-18 20:25:05","2026-02-18 20:25:05","","40–49","","","","","","","ICSSP '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Requirement management; software architecture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDBHN7RS","conferencePaper","2017","Raman, Ramakrishnan; D'Souza, Meenakshi","Knowledge based decision framework for architecting complex systems","Proceedings of the Symposium on Applied Computing","978-1-4503-4486-9","","10.1145/3019612.3019766","https://doi.org/10.1145/3019612.3019766","The view of architecture, as a set of relevant decisions and corresponding decision based views &amp; decision models, has been well established. However, for complex systems, there may be some uncertainty associated with the ramifications of the decisions as development unfolds. While making a decision using a decision making technique, it might not be easy to fully understand the implications of a specific alternative associated with a decision, due to knowledge gaps. When learning cycles on the decisions taken are experienced, there needs to be means for incorporating the feedback on the alternative chosen once the implication of decision is realized, and that needs to reflect back on the uncertainty associated with the alternative. Also, adequate means to subsequently augment the architectural knowledge base at an organizational level is required. This paper proposes a knowledge based decision framework for architecting complex systems, incorporating uncertainty, knowledge gaps, learning cycle, and feedback loops. The framework enables the progressive maturity of the architectural knowledge base in an organization.","2017","2026-02-18 20:25:05","2026-02-18 20:25:05","","1147–1153","","","","","","","SAC '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","architectural decisions; architectural knowledge; architecture; complex systems; decision model; design decisions; knowledge gaps; learning cycle; uncertainty","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7ZNMXEP","conferencePaper","2015","Pedraza-García, Gilberto; Astudillo, Hernán; Correal, Dario","DVIA: Understanding how software architects make decisions in design meetings","Proceedings of the 2015 European Conference on Software Architecture Workshops","978-1-4503-3393-1","","10.1145/2797433.2797486","https://doi.org/10.1145/2797433.2797486","Software architecture design meetings are instances where architects discuss design concerns and make decisions about the significant elements of a software system. There is little empirical evidence about how architects make design decisions because capturing reasoning and decisions is intrusive and/or expensive, design meetings combine verbal and graphical interventions. This article describes Design Verbal Interventions Analysis (DVIA), a technique to identify design decisions in recorded design meetings by subjecting verbal interventions to transcription, classification and mapping to a decision model. The approach is illustrated with a case study of senior undergraduate student teams that were video-recorded while designing a command-and-control center for the pan-Andean spatial project. The DVIA analysis showed that the discussion developed as a set of cycles where designers engaged in concurrent resolution of several design issues at once, ""jumping"" among them and yet closing issues. This study shows empirically the viability of identifying design decision from the recording of verbal interventions, and point to possible ways to record and analyzes them.","2015","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","ECSAW '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Architectural decisions; Decision recovery; Design meetings; Design Verbal Interventions Analysis; Software architecture design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPAGWWZX","conferencePaper","2020","Sousa, Leonardo; Oizumi, Willian; Garcia, Alessandro; Oliveira, Anderson; Cedrim, Diego; Lucena, Carlos","When Are Smells Indicators of Architectural Refactoring Opportunities: A Study of 50 Software Projects","Proceedings of the 28th International Conference on Program Comprehension","978-1-4503-7958-8","","10.1145/3387904.3389276","https://doi.org/10.1145/3387904.3389276","Refactoring is a widely adopted practice for improving code comprehension and for removing severe structural problems in a project. When refactorings affect the system architecture, they are called architectural refactorings. Unfortunately, developers usually do not know when and how they should apply refactorings to remove architectural problems. Nevertheless, they might be more susceptible to applying architectural refactoring if they rely on code smells and code refactoring – two concepts that they usually deal with through their routine programming activities. To investigate if smells can serve as indicators of architectural refactoring opportunities, we conducted a retrospective study over the commit history of 50 software projects. We analyzed 52,667 refactored elements to investigate if they had architectural problems that could have been indicated by automatically-detected smells. We considered purely structural refactorings to identify elements that were likely to have architectural problems. We found that the proportion of refactored elements without smells is much lower than those refactored with smells. By analyzing the latter, we concluded that smells can be used as indicators of architectural refactoring opportunities when the affected source code is deteriorated, i.e., the code hosting two or more smells. For example, when God Class or Complex Class appear together with other smells, they are indicators of architectural refactoring opportunities. In general, smells that often co-occurred with other smells (67.53%) are indicators of architectural refactoring opportunities in most cases (88.53% of refactored elements). Our study also enables us to derive a catalog with patterns of smells that indicate refactoring opportunities to remove specific types of architectural problems. These patterns can guide developers and make them more susceptible to apply architectural refactorings.","2020","2026-02-18 20:25:05","2026-02-18 20:25:05","","354–365","","","","","","","ICPC '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJ9URZ7N","conferencePaper","2015","Zimmermann, Olaf","Metrics for architectural synthesis and evaluation: requirements and compilation by viewpoint: an industrial experience report","Proceedings of the Second International Workshop on Software Architecture and Metrics","","","","","During architectural analysis and synthesis, architectural metrics are established tacitly or explicitly. In architectural evaluation, these metrics are then consulted to assess whether architectures are fit for purpose and in line with recommended practices and published architectural knowledge. This experience report presents a personal retrospective of the author's use of architectural metrics during 20 years in IT architect roles in professional services as well as research and development. This reflection drives the identification of use cases, critical success factors and elements of risk for architectural metrics management. An initial catalog of architectural metrics is compiled next, which is organized by viewpoints and domains. The report concludes with a discussion of practical impact of architectural metrics and potential research topics in this area.","2015","2026-02-18 20:25:05","2026-02-18 20:25:05","","8–14","","","","","","","SAM '15","","","","IEEE Press","","","","","","","","","","","","","architectural metrics; architectural metrics management; architectural reviews; enterprise information systems; integration; patterns; viewpoints","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PXQPN78","conferencePaper","2015","Beyhl, Thomas; Giese, Holger","Traceability recovery for innovation processes","Proceedings of the 8th International Symposium on Software and Systems Traceability","","","","","Nowadays, innovation is a competitive business advantage. In practice, innovation and engineering are two distinct process steps with an information handover in between. Often only design prototypes are handed over that present the overall concept, but justify design decisions only partially. However, engineers require thorough knowledge about design rationales when getting the innovation ready for the market. Therefore, innovation processes need to support traceability to enable the retrieval of design rationales. But, existing approaches for documenting innovation processes rather focus on capturing artifacts than enabling the retrieval of traceability information. Furthermore, existing traceability approaches often cannot be employed, because they rely on structured artifacts.In this paper, we present a traceability recovery approach for innovation processes that enables traceability for unstructured artifacts as often used in innovation processes by employing recovery modules, which jointly recover traceability information. We demonstrate and evaluate our approach using the innovation methodology of Design Thinking.","2015","2026-02-18 20:25:05","2026-02-18 20:25:05","","22–28","","","","","","","SST '15","","","","IEEE Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65JUNKSQ","conferencePaper","2015","Papatheocharous, Efi; Petersen, Kai; Cicchetti, Antonio; Sentilles, Séverine; Shah, Syed Muhammad Ali; Gorschek, Tony","Decision support for choosing architectural assets in the development of software-intensive systems: The GRADE taxonomy","Proceedings of the 2015 European Conference on Software Architecture Workshops","978-1-4503-3393-1","","10.1145/2797433.2797483","https://doi.org/10.1145/2797433.2797483","Engineering software-intensive systems is a complex process that typically involves making many critical decisions. A continuous challenge during system design, analysis and development is deciding on the reference architecture that could reduce risks and deliver the expected functionality and quality of a product or a service to its users. The lack of evidence in documenting strategies supporting decision-making in the selection of architectural assets in systems and software engineering creates an impediment in learning, improving and also reducing the risks involved. In order to fill this gap, ten experienced researchers in the field of decision support for the selection of architectural assets in engineering software-intensive systems conducted a workshop to reduce traceability of strategies and define a dedicated taxonomy. The result was the GRADE taxonomy, whose key elements can be used to support decision-making as exemplified through a real case instantiation for validation purposes. The overall aim is to support future work of researchers and practitioners in decision-making in the context of architectural assets in the development of software-intensive systems. The taxonomy may be used in three ways: (i) identify new opportunities in structuring decisions; (ii) support the review of alternatives and enable informed decisions; and (iii) evaluate decisions by describing in a retrospective fashion decisions, factors impacting the decision and the outcome.","2015","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","ECSAW '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Software Architectures; Software-intensive Systems; Strategic Decision Support; Taxonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2YIT8TT","conferencePaper","2015","Carrillo, Carlos; Capilla, Rafael; Zimmermann, Olaf; Zdun, Uwe","Guidelines and Metrics for Configurable and Sustainable Architectural Knowledge Modelling","Proceedings of the 2015 European Conference on Software Architecture Workshops","978-1-4503-3393-1","","10.1145/2797433.2797498","https://doi.org/10.1145/2797433.2797498","Architectural Knowledge Management (AKM) has been an active research area in the last decade; the importance of making the right architectural decisions – and making these at the right time – has been recognized by the contemporary software engineering practices. Several AKM meta-models, templates and tools have been proposed and applied in practice to capture architectural design decisions and minimize architectural drift during software evolution. However, most of these AKM models, and the architectural decisions captured with them, lack contextual awareness, flexibility and maintainability over time. In this position paper, we outline an extended AKM meta-model and a set of guidelines with the goal to (i) allow AKM tool engineers to construct more configurable and therefore flexible AKM tools, (ii) allow knowledge engineers and method coaches to create more sustainable and therefore maintainable decision logs (AK model instances). We approach these two goals by way of mapping the extended AKM meta-model concepts to quality attributes for architectural knowledge as well as supporting AK metrics.","2015","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","ECSAW '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","architecture erosion; architecture knowledge; Software architecture; technical debt; technical sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWDJI8XS","conferencePaper","2016","Ahmad, Waqar; Kästner, Christian; Sunshine, Joshua; Aldrich, Jonathan","Inter-app communication in Android: developer challenges","Proceedings of the 13th International Conference on Mining Software Repositories","978-1-4503-4186-8","","10.1145/2901739.2901762","https://doi.org/10.1145/2901739.2901762","The Android platform is designed to support mutually untrusted third-party apps, which run as isolated processes but may interact via platform-controlled mechanisms, called Intents. Interactions among third-party apps are intended and can contribute to a rich user experience, for example, the ability to share pictures from one app with another. The Android platform presents an interesting point in a design space of module systems that is biased toward isolation, extensibility, and untrusted contributions. The Intent mechanism essentially provides message channels among modules, in which the set of message types is extensible. However, the module system has design limitations including the lack of consistent mechanisms to document message types, very limited checking that a message conforms to its specifications, the inability to explicitly declare dependencies on other modules, and the lack of checks for backward compatibility as message types evolve over time. In order to understand the degree to which these design limitations result in real issues, we studied a broad corpus of apps and cross-validated our results against app documentation and Android support forums. Our findings suggest that design limitations do indeed cause development problems. Based on our results, we outline further research questions and propose possible mitigation strategies.","2016","2026-02-18 20:25:05","2026-02-18 20:25:05","","177–188","","","","","","","MSR '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QJIJ9SC","conferencePaper","2015","Gerdes, Sebastian; Soliman, Mohamed; Riebisch, Matthias","Decision Buddy: Tool Support for Constraint-Based Design Decisions during System Evolution","Proceedings of the 1st International Workshop on Future of Software Architecture Design Assistants","978-1-4503-3438-9","","10.1145/2751491.2751495","https://doi.org/10.1145/2751491.2751495","Designing a software architecture is a highly complex task and associated with a high degree of uncertainty. There are a variety of reusable and established solutions, but they differ in their impact on the system's functionality and quality. The architect has to consider different aspects like stakeholders' requirements as well as numerous constraints coming, among others, from the technical environment and organization. The context of software evolution sheds a different light on constraints. The existing system with its structure based on previous decisions is a limiting factor constraining the ongoing development. However, current approaches do not sufficiently consider constraints induced by an existing system until now. To assist the architect in taking the right design decisions efficiently, tool support for the recommendation of solutions and structured documentation of the design decisions are indispensable. In our paper, we propose a decision process focusing on the consideration of constraints in evolving systems. Furthermore, we introduce our tool Decision Buddy and show how it contributes to the application of our constraint-based decision process.","2015","2026-02-18 20:25:05","2026-02-18 20:25:05","","13–18","","","","","","","FoSADA '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","architecture knowledge; constraints; design assistant; design decisions; software architecture; software evolution; tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9A3TI9XQ","journalArticle","2017","Müller, Josef; Narasimhan, Prashanth Lakshmi; Gopalswamy, Swaminathan","Design Requirements Iterative Process (DRIP) Tool Demonstration Concurrent Engineering of Design, Requirements and Knowledge","Ada Lett.","","1094-3641","10.1145/3092893.3092905","https://doi.org/10.1145/3092893.3092905","Requirements definition and design decisions are highly coupled for mechatronic systems, and heavily influenced by prior knowledge. Upfront engineering of requirements and design is often addressed by inefficient, ad-hoc iterative methods. We propose a methodology to perform concurrent engineering of high level requirements and design along with prior knowledge by using a ""common constraint framework"" to describe the requirements, design and knowledge precisely. Then an upfront symbolic simultaneous analysis of all the constraints allows us to identify infeasibilities.Next we define a design architecture that can be used to extend the above constraint framework to include temporal aspects leading to an ability to define low level requirements and test scenarios under which these requirements can be verified. Importantly the low level requirements and test scenarios can be specified independent of the final implementation. These provide the critical link between upfront requirements engineering process and downstream implementation verification.Finally we define ""mappings"" between implementations and the design architecture that allows definitions of executable tests in the implementation environment that in turn can be used to verify the low level requirements.We demonstrate the above methodologies using the tool DRIP.","2017-05","2026-02-18 20:25:05","2026-02-18 20:25:05","","60–68","","2","36","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","architecture; concurrent engineering of requirements and design with knowledge; constraint analysis framework; Domain Specific Language; infeasibility analysis; iterative engineering of requirements and design with knowledge; Language Work Bench; Projectional Editor; simulation based verification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERUP75QJ","book","2024","","ISSTA 2024: Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis","","979-8-4007-0612-7","","","","Welcome to the 33rd edition of the International Symposium on Software Testing and Analysis, ISSTA 2024, held on September 16–20, 2024 in Vienna, Austria. ISSTA 2024 is co-located with ECOOP and MPLR 2024. ISSTA brings together academics, industrial researchers, and practitioners from all over the world working on testing and analyzing software systems.","2024","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X69DB5EU","book","2023","","ISSTA 2023: Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis","","979-8-4007-0221-1","","","","It is our great pleasure to welcome you to ISSTA 2023, the 32nd edition of the International Symposium on Software Testing and Analysis, to be held on July 18–20, 2023 in Seattle, USA. The symposium has become a premier scientific event in the expanding area of software testing and analysis, with a strong appeal to researchers from all continents.","2023","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWKYZUIJ","journalArticle","2025","Muralikumar, Meena Devii; McDonald, David W.","An Emerging Design Space of How Tools Support Collaborations in AI Design and Development","Proc. ACM Hum.-Comput. Interact.","","","10.1145/3701181","https://doi.org/10.1145/3701181","Developing AI/ML models and incorporating them into a product is complex work. While AI models are generally non-deterministic and have high capability uncertainty, the advent of foundation models further exacerbates the complexity of working with AI and ensuring responsible innovation. This complex work is achieved by not just AI practitioners, but through coordination and collaboration of different groups of practitioners, not all of whom might be experts in AI. Our primary objective is to explore how the tools and systems used by practitioners help achieve this complex work. To that end, we conducted a design space analysis of 18 relevant tools using corresponding research publications and constructed a design space with the dimensions - User, Axis of AI work, Semantics of Use, Tool Architecture, Artifact Type and Availability, and Collaboration Goals. Using these dimensions we derive four spirits of the tool in supporting collaborations - groupware, core practice &amp; communication, community of practice, and visibility &amp; bridging. Through this work, we contribute a conceptual design space of how tools can be designed to support collaborations in AI development and discuss how our design space can be leveraged by system designers and researchers working at the intersection of HCI, CSCW, and AI.","2025-01","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","1","9","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","ai; collaboration; design space; tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSPIXPBS","book","2024","","EuroPLoP '24: Proceedings of the 29th European Conference on Pattern Languages of Programs, People, and Practices","","979-8-4007-1683-6","","","","","2024","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWTCXXHR","conferencePaper","2018","Kapsammer, Elisabeth; Pröll, Birgit; Retschitzegger, Werner; Schwinger, Wieland; Weißenbek, Markus; Schönböck, Johannes","The Blockchain Muddle: A Bird's-Eye View on Blockchain Surveys","Proceedings of the 20th International Conference on Information Integration and Web-Based Applications &amp; Services","978-1-4503-6479-9","","10.1145/3282373.3282396","https://doi.org/10.1145/3282373.3282396","Since the emergence of Bitcoin, blockchains (BCs) have been applied not only in the finance sector, but also in various other domains like health care, education or Industry 4.0 resulting in numerous different BC platforms and substantial research work. This plenty of efforts yielded to several valuable scientific surveys classifying and evaluating existing BC platforms. Although each of them puts forward a somewhat consolidated view on the field, it is still challenging to get rid of the ""blockchain muddle"" preventing even a common perception of the core functionality of BCs. Instead of providing yet another BC overview we conduct a meta survey of existing BC studies and report on lessons learned in this paper, being the basis for our vision towards a UML-based reference model considering both, structural and behavioral aspects of BCs and thereby identifying the nucleus of BCs.","2018","2026-02-18 20:25:05","2026-02-18 20:25:05","","370–374","","","","","","","iiWAS2018","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Blockchains; Meta-Survey; UML Reference Model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6WJ9LU5","journalArticle","2025","Cortiñas-Lorenzo, Karina; Cai, Wanling; Doherty, Gavin","Designing, Implementing, and Evaluating AI Explanations: A Scoping Review of Explainable AI Frameworks","ACM Trans. Comput.-Hum. Interact.","","1073-0516","10.1145/3769678","https://doi.org/10.1145/3769678","As AI systems become increasingly integrated into our lives, the need to support appropriate human understanding of AI continues to grow. With new AI capabilities being deployed in different contexts, human-centered explainability is crucial to ensure people can interact with novel AI systems safely and effectively. To address evolving explainability needs, the field of Explainable AI (XAI) has produced numerous frameworks. But what do these frameworks entail and how can they be used in practice? What drives their development? As AI systems continue to grow in complexity, it is important to understand and reflect upon the value of these frameworks and their potential to address upcoming human-centered needs for XAI. Towards this, we performed a scoping review following the PRISMA-ScR procedure, gathering and analyzing a corpus of 73 papers to understand how XAI frameworks can support different stages of human-centered XAI design. We present a unified model and a set of guiding questions to help identify, compare and select relevant XAI frameworks across various design stages, making it easier for designers and researchers to apply human-centered approaches in real-world XAI contexts. We also analyze how frameworks are developed and evaluated, highlighting gaps and opportunities to improve both methodological as well as existing HCXAI practices.","2025-12","2026-02-18 20:25:05","2026-02-18 20:25:05","","","","6","32","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Explainable AI; human-AI interaction; Human-centered Explainable AI; use of theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
